NumTrees,MaxNumSplits,MinLeafSize,Threshold,Accuracy,Sensitivity,Specificity,Precision,F1,AUC,TN,FP,FN,TP,TargetMet,TargetScore,AccuracyPct,SensitivityPct,SpecificityPct,PrecisionPct,F1Pct
100,15,5,0.63,0.914712153518124,0.917085427135678,0.901408450704225,0.981182795698925,0.948051948051948,0.940830915139076,64,7,33,365,0,0.96285489844013,91.4712153518124,91.7085427135678,90.1408450704225,98.1182795698925,94.8051948051948
300,15,1,0.69,0.914712153518124,0.917085427135678,0.901408450704225,0.981182795698925,0.948051948051948,0.944210489065044,64,7,33,365,0,0.96285489844013,91.4712153518124,91.7085427135678,90.1408450704225,98.1182795698925,94.8051948051948
200,10,1,0.66,0.912579957356077,0.912060301507538,0.915492957746479,0.983739837398374,0.946544980443286,0.940016986340151,65,6,35,363,0,0.960610481427449,91.2579957356077,91.2060301507538,91.5492957746479,98.3739837398374,94.6544980443286
200,15,2,0.66,0.912579957356077,0.914572864321608,0.901408450704225,0.981132075471698,0.94668400520156,0.941998726024488,64,7,34,364,0,0.960610481427449,91.2579957356077,91.4572864321608,90.1408450704225,98.1132075471698,94.6684005201561
500,10,1,0.63,0.912579957356077,0.914572864321608,0.901408450704225,0.981132075471698,0.94668400520156,0.942954207658008,64,7,34,364,0,0.960610481427449,91.2579957356077,91.4572864321608,90.1408450704225,98.1132075471698,94.6684005201561
500,15,1,0.63,0.925373134328358,0.9321608040201,0.887323943661972,0.978891820580475,0.954954954954955,0.943485030787742,63,8,27,371,0,0.960357589369682,92.5373134328358,93.21608040201,88.7323943661972,97.8891820580475,95.4954954954955
500,10,5,0.61,0.908315565031983,0.909547738693467,0.901408450704225,0.981029810298103,0.94393741851369,0.941220185434213,64,7,36,362,0,0.956121647402087,90.8315565031983,90.9547738693467,90.1408450704225,98.1029810298103,94.393741851369
200,10,5,0.56,0.921108742004264,0.92713567839196,0.887323943661972,0.978779840848806,0.952258064516129,0.941538679312053,63,8,29,369,0,0.955931978358762,92.1108742004264,92.713567839196,88.7323943661972,97.8779840848806,95.2258064516129
100,10,2,0.64,0.906183368869936,0.907035175879397,0.901408450704225,0.980978260869565,0.942558746736292,0.938318352325005,64,7,37,361,0,0.953877230389406,90.6183368869936,90.7035175879397,90.1408450704225,98.0978260869565,94.2558746736292
200,15,3,0.66,0.91044776119403,0.914572864321608,0.887323943661972,0.978494623655914,0.945454545454545,0.939946209922854,63,8,34,364,0,0.944867950831462,91.044776119403,91.4572864321608,88.7323943661972,97.8494623655914,94.5454545454545
